Datum;Von;bis;MW;Onshore MW;Offshore MW
05.01.20;20:30;20:45;5679,74;4720,16;959,58
05.01.20;20:45;21:00;5729,04;4763,16;965,89
05.01.20;21:00;21:15;5777,47;4805,29;972,17
05.01.20;21:15;21:30;5804,97;4827,68;977,29
05.01.20;21:30;21:45;5832,6;4850,21;982,39
05.01.20;21:45;22:00;5845,49;4857,71;987,78
05.01.20;22:00;22:15;5831,67;4838,53;993,14
05.01.20;22:15;22:30;5837,6;4841,12;996,48
05.01.20;22:30;22:45;5842,83;4843,02;999,81
05.01.20;22:45;23:00;5853,12;4849,63;1003,49
05.01.20;23:00;23:15;5868,86;4861,7;1007,15
05.01.20;23:15;23:30;5871,31;4862,48;1008,83
05.01.20;23:30;23:45;5876,79;4867,13;1009,67
05.01.20;23:45;00:00;5882,59;4872,48;1010,11
06.01.20;00:00;00:15;5742,52;4745,4;997,12
06.01.20;00:15;00:30;5729,51;4730,55;998,96
06.01.20;00:30;00:45;5710,27;4709,47;1000,8
06.01.20;00:45;01:00;5693,79;4692,21;1001,58
06.01.20;01:00;01:15;5676,53;4674,18;1002,36
06.01.20;01:15;01:30;5655,48;4654,46;1001,02
06.01.20;01:30;01:45;5617;4617,35;999,65
06.01.20;01:45;02:00;5575,89;4576,65;999,24
06.01.20;02:00;02:15;5571,49;4572,69;998,8
06.01.20;02:15;02:30;5538,94;4543,47;995,47
06.01.20;02:30;02:45;5506,4;4514,26;992,14
06.01.20;02:45;03:00;5478,96;4488,9;990,05
06.01.20;03:00;03:15;5453,85;4465,89;987,96
