Datum;Von;bis;MW;Onshore MW;Offshore MW
01.01.23;00:00;00:15;14869,95;13832,4;1037,55
01.01.23;00:15;00:30;15586,37;14550,19;1036,18
01.01.23;00:30;00:45;15546,57;14511,77;1034,8
01.01.23;00:45;01:00;15478,32;14444,58;1033,74
01.01.23;01:00;01:15;15362,92;14330,35;1032,57
01.01.23;01:15;01:30;15280,8;14248,06;1032,74
01.01.23;01:30;01:45;15227,86;14194,95;1032,91
01.01.23;01:45;02:00;15190,91;14157,83;1033,08
01.01.23;02:00;02:15;15164,75;14131,53;1033,22
01.01.23;02:15;02:30;15134,63;14101,8;1032,83
01.01.23;02:30;02:45;15098,71;14066,28;1032,43
01.01.23;02:45;03:00;15058,84;14026,53;1032,31
01.01.23;03:00;03:15;15013,82;13981,61;1032,21
01.01.23;03:15;03:30;14962,21;13930,67;1031,53
01.01.23;03:30;03:45;14907,7;13876,84;1030,85
01.01.23;03:45;04:00;14850,16;13819,79;1030,37
01.01.23;04:00;04:15;14789,75;13759,78;1029,97
01.01.23;04:15;04:30;14745,01;13713,7;1031,31
01.01.23;04:30;04:45;14699,5;13666,86;1032,64
01.01.23;04:45;05:00;14650,89;13617,23;1033,67
01.01.23;05:00;05:15;14598,98;13564,55;1034,44
01.01.23;05:15;05:30;14544,93;13509,49;1035,44
01.01.23;05:30;05:45;14471,93;13435,49;1036,44
01.01.23;05:45;06:00;14383,03;13345,75;1037,28
01.01.23;06:00;06:15;14414,64;13376,25;1038,39
01.01.23;06:15;06:30;14218,46;13179,67;1038,79
01.01.23;06:30;06:45;13942,53;12903,33;1039,2
01.01.23;06:45;07:00;13551,57;12511,91;1039,66
01.01.23;07:00;07:15;13293,53;12253,44;1040,1
01.01.23;07:15;07:30;13121,75;12081,04;1040,7
01.01.23;07:30;07:45;13024,07;11982,76;1041,31
01.01.23;07:45;08:00;12946,31;11904,37;1041,93
01.01.23;08:00;08:15;12875,05;11832,79;1042,26
01.01.23;08:15;08:30;12795,75;11753,55;1042,21
01.01.23;08:30;08:45;12712,47;11670,32;1042,15
01.01.23;08:45;09:00;12625;11582,98;1042,03
01.01.23;09:00;09:15;12534,17;11491,94;1042,23
01.01.23;09:15;09:30;12430,85;11388,24;1042,6
01.01.23;09:30;09:45;12325,01;11282,04;1042,97
01.01.23;09:45;10:00;12215,22;11171,92;1043,31
01.01.23;10:00;10:15;12101,41;11057,91;1043,49
01.01.23;10:15;10:30;11983,52;10939,93;1043,59
01.01.23;10:30;10:45;11862,76;10819,12;1043,64
01.01.23;10:45;11:00;11738,35;10694,62;1043,73
01.01.23;11:00;11:15;11612,05;10568,23;1043,83
01.01.23;11:15;11:30;11461,87;10417,47;1044,4
01.01.23;11:30;11:45;11303,92;10258,95;1044,97
01.01.23;11:45;12:00;11129,84;10084,3;1045,53
01.01.23;12:00;12:15;10946,7;9900,62;1046,07
01.01.23;12:15;12:30;10738,8;9692,25;1046,55
01.01.23;12:30;12:45;10540,11;9493,07;1047,03
01.01.23;12:45;13:00;10360,22;9312,73;1047,49
01.01.23;13:00;13:15;10184,29;9136,26;1048,03
01.01.23;13:15;13:30;9958,77;8912,14;1046,63
01.01.23;13:30;13:45;9714,54;8670,02;1044,51
01.01.23;13:45;14:00;9468,38;8426,26;1042,12
01.01.23;14:00;14:15;9210,44;8171,16;1039,28
01.01.23;14:15;14:30;8945,04;7909,46;1035,58
01.01.23;14:30;14:45;8682;7650,27;1031,73
01.01.23;14:45;15:00;8425,08;7397,3;1027,77
01.01.23;15:00;15:15;8178,92;7155,57;1023,36
01.01.23;15:15;15:30;7990,05;6974,89;1015,16
01.01.23;15:30;15:45;7806,16;6799,15;1007,01
01.01.23;15:45;16:00;7626,54;6627,87;998,68
01.01.23;16:00;16:15;7449,44;6459,07;990,37
01.01.23;16:15;16:30;7338,61;6358,38;980,23
01.01.23;16:30;16:45;7226,86;6256,99;969,87
01.01.23;16:45;17:00;7116,26;6157,1;959,16
01.01.23;17:00;17:15;7008,22;6060,19;948,04
01.01.23;17:15;17:30;6929,22;6004,62;924,6
01.01.23;17:30;17:45;6850,11;5948,94;901,17
01.01.23;17:45;18:00;6768,25;5890,37;877,88
01.01.23;18:00;18:15;6685,46;5830,71;854,75
01.01.23;18:15;18:30;6617,96;5778,95;839,01
01.01.23;18:30;18:45;6552,66;5729,3;823,37
01.01.23;18:45;19:00;6488,62;5680,89;807,74
01.01.23;19:00;19:15;6449,99;5657,68;792,31
01.01.23;19:15;19:30;6410,23;5644,13;766,1
01.01.23;19:30;19:45;6364,29;5624,34;739,94
01.01.23;19:45;20:00;6320,65;5604,84;715,81
01.01.23;20:00;20:15;6276;5584,35;691,65
01.01.23;20:15;20:30;6267,11;5590,31;676,8
01.01.23;20:30;20:45;6258,05;5596,08;661,97
01.01.23;20:45;21:00;6244,45;5597,91;646,53
01.01.23;21:00;21:15;6236,16;5604,71;631,45
01.01.23;21:15;21:30;6258,17;5637,24;620,93
01.01.23;21:30;21:45;6282,21;5671,81;610,4
01.01.23;21:45;22:00;6319,77;5719,54;600,23
01.01.23;22:00;22:15;6309,57;5719,38;590,19
01.01.23;22:15;22:30;6375,26;5793,51;581,74
01.01.23;22:30;22:45;6439,96;5867,08;572,88
01.01.23;22:45;23:00;6500,94;5938,07;562,87
01.01.23;23:00;23:15;6558,63;6006;552,63
01.01.23;23:15;23:30;6634,74;6083,33;551,41
01.01.23;23:30;23:45;6709,76;6159,61;550,15
01.01.23;23:45;00:00;6777,33;6230,06;547,27
02.01.23;00:00;00:15;5243,66;4749,21;494,45
02.01.23;00:15;00:30;5320,71;4842,67;478,04
02.01.23;00:30;00:45;5393,92;4932,12;461,8
02.01.23;00:45;01:00;5477,64;5031,41;446,23
02.01.23;01:00;01:15;5568,45;5136,92;431,53
02.01.23;01:15;01:30;5698,5;5274,35;424,15
02.01.23;01:30;01:45;5838,42;5421,82;416,6
02.01.23;01:45;02:00;5979,07;5571,39;407,68
02.01.23;02:00;02:15;6114,03;5714,82;399,2
02.01.23;02:15;02:30;6289,11;5885,09;404,02
02.01.23;02:30;02:45;6478,17;6069,34;408,83
02.01.23;02:45;03:00;6663,15;6254,09;409,05
02.01.23;03:00;03:15;6851,84;6442,83;409,01
02.01.23;03:15;03:30;7030,32;6642,03;388,3
02.01.23;03:30;03:45;7209,33;6841,6;367,73
02.01.23;03:45;04:00;7389,61;7039,43;350,18
02.01.23;04:00;04:15;7566,57;7233,52;333,05
02.01.23;04:15;04:30;7699,39;7387,94;311,45
02.01.23;04:30;04:45;7834,47;7543,79;290,69
02.01.23;04:45;05:00;7970,09;7699,42;270,68
02.01.23;05:00;05:15;8109,33;7856,59;252,73
02.01.23;05:15;05:30;8261,54;7997,78;263,76
02.01.23;05:30;05:45;8416,08;8141,01;275,07
02.01.23;05:45;06:00;8575,68;8288,52;287,16
02.01.23;06:00;06:15;8800,91;8501,32;299,59
